,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object3.position[0],point.objects.object3.position[1],point.params.BOX_X,point.params.BOX_Y,point.params.EGO_DEST_X,point.params.EGO_SPAWN_X,point.params.FETCH_SPAWN_Y,rho,rho_0,rho_1,rho_2
0,-0.056689929115125604,-4.8,0.0,0.31944846046759284,-5.422039015937958,0.65005,-3.7,-2.932390913297274,0.0,0.31944846046759284,-5.422039015937958,-0.0646419047908458,1.0,-0.05213943060180948,1.0
1,-0.056689929115125604,-4.8,0.0,0.31944846046759284,-5.422039015937958,0.65005,-3.7,-2.932390913297274,0.0,0.31944846046759284,-5.422039015937958,1.0,0.0,1.0,-0.17788276384855511
2,0.025988375117499407,-4.8,0.0,0.35603047796798515,-5.326434414302908,0.65005,-3.7,-2.928699842776858,0.0,0.35603047796798515,-5.326434414302908,-0.13020471854163668,1.0,-0.07598724537742182,1.0
3,0.025988375117499407,-4.8,0.0,0.35603047796798515,-5.326434414302908,0.65005,-3.7,-2.928699842776858,0.0,0.35603047796798515,-5.326434414302908,1.0,0.0,1.0,-0.2961528525532712
4,0.018561080195177326,-4.8,0.0,0.30855601886677697,-5.3279390440640295,0.65005,-3.7,-2.6850290622062514,0.0,0.30855601886677697,-5.3279390440640295,-0.09852725669348261,1.0,-0.07500769947850494,1.0
5,0.018561080195177326,-4.8,0.0,0.30855601886677697,-5.3279390440640295,0.65005,-3.7,-2.6850290622062514,0.0,0.30855601886677697,-5.3279390440640295,1.0,0.0,1.0,-0.17916584786165662
6,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,-0.008447667289018468,1.0,0.09883165870538613,1.0
7,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,1.0,-0.699909493689493,1.0,-0.27704435413418693
8,0.31302249972513585,-4.8,0.0,0.3730239459576493,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.3730239459576493,-5.256765953350324,-0.08914696781927772,1.0,-0.044540130271801814,1.0
9,0.31302249972513585,-4.8,0.0,0.3730239459576493,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.3730239459576493,-5.256765953350324,1.0,-0.3262510042652734,1.0,-0.19372415184032804
10,-0.19460992225053925,-4.8,0.0,0.4189578256254343,-5.543145821663868,0.65005,-3.7,-4.286445809147147,0.0,0.4189578256254343,-5.543145821663868,-0.14806625975678556,1.0,0.0465502971745666,1.0
11,-0.19460992225053925,-4.8,0.0,0.4189578256254343,-5.543145821663868,0.65005,-3.7,-4.286445809147147,0.0,0.4189578256254343,-5.543145821663868,1.0,-0.3940023363563777,1.0,-0.2565507169835392
12,0.22598837511749947,-4.8,0.0,0.17603047796798513,-5.206434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.206434414302908,-0.49061959482740625,1.0,-0.05705960619609285,1.0
13,0.22598837511749947,-4.8,0.0,0.17603047796798513,-5.206434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.206434414302908,1.0,-0.3622227785320352,1.0,-0.19035755915053254
14,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,-0.008447667289018468,1.0,0.09883165870538613,1.0
15,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,1.0,-0.699909493689493,1.0,-0.27704435413418693
16,0.113022499725136,-4.8,0.0,0.13302394595764933,-5.736765953350323,0.65005,-3.7,-4.843293714737146,0.0,0.13302394595764933,-5.736765953350323,-0.044077358503471886,1.0,-0.07356129669927577,1.0
17,0.113022499725136,-4.8,0.0,0.13302394595764933,-5.736765953350323,0.65005,-3.7,-4.843293714737146,0.0,0.13302394595764933,-5.736765953350323,1.0,-0.44288468973073103,1.0,-0.1895999499308792
18,-0.25658684680783556,-4.8,0.0,0.20562650290234236,-5.202084348749132,0.65005,-3.7,-3.736524805626348,0.0,0.20562650290234236,-5.202084348749132,-0.26027138346902745,1.0,0.09196218157880698,1.0
19,-0.25658684680783556,-4.8,0.0,0.20562650290234236,-5.202084348749132,0.65005,-3.7,-3.736524805626348,0.0,0.20562650290234236,-5.202084348749132,1.0,-0.7628255138708594,1.0,-0.28512774873417623
20,0.42598837511749943,-4.8,0.0,0.17603047796798513,-5.686434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.686434414302908,-0.07116721644649088,1.0,-0.03813507549054107,1.0
21,0.42598837511749943,-4.8,0.0,0.17603047796798513,-5.686434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.686434414302908,1.0,0.0,1.0,-0.17183472762383928
22,0.12910150196589887,-4.8,0.0,0.36390674991754074,-5.522390491536915,0.65005,-3.7,-4.214892049905638,0.0,0.36390674991754074,-5.522390491536915,-0.06980960944206943,1.0,-0.05780325178259432,1.0
