,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object3.position[0],point.objects.object3.position[1],point.params.BOX_X,point.params.BOX_Y,point.params.EGO_DEST_X,point.params.EGO_SPAWN_X,point.params.FETCH_SPAWN_Y,rho,rho_0,rho_1,rho_2
24,0.42598837511749943,-4.8,0.0,0.2960304779679851,-5.206434414302908,0.65005,-3.7,-3.4286998427768585,0.0,0.2960304779679851,-5.206434414302908,-0.08882815082685475,1.0,-0.03812141290349258,1.0
25,0.42598837511749943,-4.8,0.0,0.2960304779679851,-5.206434414302908,0.65005,-3.7,-3.4286998427768585,0.0,0.2960304779679851,-5.206434414302908,1.0,-0.75115784628773,1.0,-0.17068969470099732
26,-0.286977500274864,-4.8,0.0,0.13302394595764933,-5.496765953350324,0.65005,-3.7,-4.343293714737146,0.0,0.13302394595764933,-5.496765953350324,0.16982127158890847,1.0,0.12800416864766834,1.0
27,-0.286977500274864,-4.8,0.0,0.13302394595764933,-5.496765953350324,0.65005,-3.7,-4.343293714737146,0.0,0.13302394595764933,-5.496765953350324,1.0,-0.35148057188136406,1.0,-0.2976473731462967
28,0.20539007774946083,-4.8,0.0,0.2989578256254343,-5.783145821663867,0.65005,-3.7,-3.286445809147147,0.0,0.2989578256254343,-5.783145821663867,-0.13761707184985572,1.0,-0.060788345935804594,1.0
29,0.20539007774946083,-4.8,0.0,0.2989578256254343,-5.783145821663867,0.65005,-3.7,-3.286445809147147,0.0,0.2989578256254343,-5.783145821663867,1.0,0.0,1.0,-0.19898418007429125
30,0.025988375117499407,-4.8,0.0,0.4160304779679851,-5.326434414302908,0.65005,-3.7,-3.928699842776858,0.0,0.4160304779679851,-5.326434414302908,-0.16844444426799177,1.0,-0.07589054465465361,1.0
31,0.025988375117499407,-4.8,0.0,0.4160304779679851,-5.326434414302908,0.65005,-3.7,-3.928699842776858,0.0,0.4160304779679851,-5.326434414302908,1.0,-0.5767122072701127,1.0,-0.29617751169241996
32,0.41856108019517735,-4.8,0.0,0.188556018866777,-5.20793904406403,0.65005,-3.7,-4.685029062206251,0.0,0.188556018866777,-5.20793904406403,-0.5005387117381788,1.0,-0.02994187642879892,1.0
33,0.41856108019517735,-4.8,0.0,0.188556018866777,-5.20793904406403,0.65005,-3.7,-4.685029062206251,0.0,0.188556018866777,-5.20793904406403,1.0,-0.09334656051126333,1.0,-0.2257960024174303
