,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.position[2],point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.position[2],point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.position[2],point.params.BOX_X,point.params.BOX_Y,point.params.EGO_DEST_X,point.params.EGO_SPAWN_X,point.params.FETCH_SPAWN_Y,rho,rho_0,rho_1,rho_2
0,-0.056689929115125604,-4.8,0.0,0.31944846046759284,-5.422039015937958,0.65005,-3.7,-2.932390913297274,0.0,0.31944846046759284,-5.422039015937958,-4.426308182287104,-0.056689929115125604,-2.932390913297274,-0.0646419047908458,1.0,-0.05213943060180948,1.0
1,-0.056689929115125604,-4.8,0.0,0.31944846046759284,-5.422039015937958,0.65005,-3.7,-2.932390913297274,0.0,0.31944846046759284,-5.422039015937958,-4.426308182287104,-0.056689929115125604,-2.932390913297274,1.0,0.38193703744038254,1.0,-0.17788276384855511
2,0.025988375117499407,-4.8,0.0,0.35603047796798515,-5.326434414302908,0.65005,-3.7,-2.928699842776858,0.0,0.35603047796798515,-5.326434414302908,-4.440719459902411,0.025988375117499407,-2.928699842776858,-0.13020471854163668,1.0,-0.07598724537742182,1.0
3,0.025988375117499407,-4.8,0.0,0.35603047796798515,-5.326434414302908,0.65005,-3.7,-2.928699842776858,0.0,0.35603047796798515,-5.326434414302908,-4.440719459902411,0.025988375117499407,-2.928699842776858,1.0,0.38556751883503426,1.0,-0.2961528525532712
4,0.018561080195177326,-4.8,0.0,0.30855601886677697,-5.3279390440640295,0.65005,-3.7,-2.6850290622062514,0.0,0.30855601886677697,-5.3279390440640295,-4.462374754570264,0.018561080195177326,-2.6850290622062514,-0.09852725669348261,1.0,-0.07500769947850494,1.0
5,0.018561080195177326,-4.8,0.0,0.30855601886677697,-5.3279390440640295,0.65005,-3.7,-2.6850290622062514,0.0,0.30855601886677697,-5.3279390440640295,-4.462374754570264,0.018561080195177326,-2.6850290622062514,1.0,0.6258350759944187,1.0,-0.17916584786165662
6,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,-4.1686587429474296,-0.45658684680783557,-3.236524805626348,-0.008447667289018468,1.0,0.09883165870538613,1.0
7,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,-4.1686587429474296,-0.45658684680783557,-3.236524805626348,1.0,-0.699909493689493,1.0,-0.27704435413418693
8,0.31302249972513585,-4.8,0.0,0.3730239459576493,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.3730239459576493,-5.256765953350324,-4.042978409981128,0.31302249972513585,-3.843293714737146,-0.08914696781927772,1.0,-0.044540130271801814,1.0
9,0.31302249972513585,-4.8,0.0,0.3730239459576493,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.3730239459576493,-5.256765953350324,-4.042978409981128,0.31302249972513585,-3.843293714737146,1.0,-0.3262510042652734,1.0,-0.19372415184032804
10,-0.19460992225053925,-4.8,0.0,0.4189578256254343,-5.543145821663868,0.65005,-3.7,-4.286445809147147,0.0,0.4189578256254343,-5.543145821663868,-4.078293423403918,-0.19460992225053925,-4.286445809147147,-0.14806625975678556,1.0,0.0465502971745666,1.0
11,-0.19460992225053925,-4.8,0.0,0.4189578256254343,-5.543145821663868,0.65005,-3.7,-4.286445809147147,0.0,0.4189578256254343,-5.543145821663868,-4.078293423403918,-0.19460992225053925,-4.286445809147147,1.0,-0.3940023363563777,1.0,-0.2565507169835392
12,0.22598837511749947,-4.8,0.0,0.17603047796798513,-5.206434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.206434414302908,-4.340719459902411,0.22598837511749947,-4.928699842776858,-0.49061959482740625,1.0,-0.05705960619609285,1.0
13,0.22598837511749947,-4.8,0.0,0.17603047796798513,-5.206434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.206434414302908,-4.340719459902411,0.22598837511749947,-4.928699842776858,1.0,-0.3622227785320352,1.0,-0.19035755915053254
14,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,-4.1686587429474296,-0.45658684680783557,-3.236524805626348,-0.008447667289018468,1.0,0.09883165870538613,1.0
15,-0.45658684680783557,-4.8,0.0,0.26562650290234235,-5.562084348749131,0.65005,-3.7,-3.236524805626348,0.0,0.26562650290234235,-5.562084348749131,-4.1686587429474296,-0.45658684680783557,-3.236524805626348,1.0,-0.699909493689493,1.0,-0.27704435413418693
16,0.113022499725136,-4.8,0.0,0.13302394595764933,-5.736765953350323,0.65005,-3.7,-4.843293714737146,0.0,0.13302394595764933,-5.736765953350323,-4.342978409981128,0.113022499725136,-4.843293714737146,-0.044077358503471886,1.0,-0.07356129669927577,1.0
17,0.113022499725136,-4.8,0.0,0.13302394595764933,-5.736765953350323,0.65005,-3.7,-4.843293714737146,0.0,0.13302394595764933,-5.736765953350323,-4.342978409981128,0.113022499725136,-4.843293714737146,1.0,-0.44288468973073103,1.0,-0.1895999499308792
18,-0.25658684680783556,-4.8,0.0,0.20562650290234236,-5.202084348749132,0.65005,-3.7,-3.736524805626348,0.0,0.20562650290234236,-5.202084348749132,-4.268658742947429,-0.25658684680783556,-3.736524805626348,-0.26027138346902745,1.0,0.09196218157880698,1.0
19,-0.25658684680783556,-4.8,0.0,0.20562650290234236,-5.202084348749132,0.65005,-3.7,-3.736524805626348,0.0,0.20562650290234236,-5.202084348749132,-4.268658742947429,-0.25658684680783556,-3.736524805626348,1.0,-0.7628255138708594,1.0,-0.28512774873417623
20,0.42598837511749943,-4.8,0.0,0.17603047796798513,-5.686434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.686434414302908,-4.340719459902411,0.42598837511749943,-4.928699842776858,-0.07116721644649088,1.0,-0.03813507549054107,1.0
21,0.42598837511749943,-4.8,0.0,0.17603047796798513,-5.686434414302908,0.65005,-3.7,-4.928699842776858,0.0,0.17603047796798513,-5.686434414302908,-4.340719459902411,0.42598837511749943,-4.928699842776858,1.0,0.01751595509249504,1.0,-0.17183472762383928
22,0.12910150196589887,-4.8,0.0,0.36390674991754074,-5.522390491536915,0.65005,-3.7,-4.214892049905638,0.0,0.36390674991754074,-5.522390491536915,-4.037522048871643,0.12910150196589887,-4.214892049905638,-0.06980960944206943,1.0,-0.05780325178259432,1.0
23,0.12910150196589887,-4.8,0.0,0.36390674991754074,-5.522390491536915,0.65005,-3.7,-4.214892049905638,0.0,0.36390674991754074,-5.522390491536915,-4.037522048871643,0.12910150196589887,-4.214892049905638,1.0,-0.751168901673142,1.0,-0.15336058372920214
24,0.32852006288925684,-4.8,0.0,0.3567827928485461,-5.727724401072296,0.65005,-3.7,-4.5330793502667905,0.0,0.3567827928485461,-5.727724401072296,-4.43700581244125,0.32852006288925684,-4.5330793502667905,-0.13767668986466963,1.0,-0.041787110874399735,1.0
25,0.32852006288925684,-4.8,0.0,0.3567827928485461,-5.727724401072296,0.65005,-3.7,-4.5330793502667905,0.0,0.3567827928485461,-5.727724401072296,-4.43700581244125,0.32852006288925684,-4.5330793502667905,1.0,-0.7144686233809803,1.0,-0.18783702444241007
26,-0.39460992225053926,-4.8,0.0,0.2989578256254343,-5.663145821663867,0.65005,-3.7,-3.286445809147147,0.0,0.2989578256254343,-5.663145821663867,-4.078293423403918,-0.39460992225053926,-3.286445809147147,-0.03934975163443233,1.0,0.15017020380514146,1.0
27,-0.39460992225053926,-4.8,0.0,0.2989578256254343,-5.663145821663867,0.65005,-3.7,-3.286445809147147,0.0,0.2989578256254343,-5.663145821663867,-4.078293423403918,-0.39460992225053926,-3.286445809147147,1.0,-0.6202220621843684,1.0,-0.281297398578428
28,0.32852006288925684,-4.8,0.0,0.1767827928485461,-5.367724401072296,0.65005,-3.7,-2.5330793502667905,0.0,0.1767827928485461,-5.367724401072296,-4.33700581244125,0.32852006288925684,-2.5330793502667905,-0.009014964217763488,1.0,-0.04176185774018898,1.0
29,0.32852006288925684,-4.8,0.0,0.1767827928485461,-5.367724401072296,0.65005,-3.7,-2.5330793502667905,0.0,0.1767827928485461,-5.367724401072296,-4.33700581244125,0.32852006288925684,-2.5330793502667905,1.0,0.7761320218129184,1.0,-0.18951669584741204
30,-0.2714799371107433,-4.8,0.0,0.4167827928485461,-5.487724401072296,0.65005,-3.7,-4.0330793502667905,0.0,0.4167827928485461,-5.487724401072296,-4.23700581244125,-0.2714799371107433,-4.0330793502667905,-0.127570392376969,1.0,0.10252218502698257,1.0
31,-0.2714799371107433,-4.8,0.0,0.4167827928485461,-5.487724401072296,0.65005,-3.7,-4.0330793502667905,0.0,0.4167827928485461,-5.487724401072296,-4.23700581244125,-0.2714799371107433,-4.0330793502667905,1.0,-0.5764829423338373,1.0,-0.29902650821191096
32,0.005390077749460764,-4.8,0.0,0.3589578256254343,-5.783145821663867,0.65005,-3.7,-2.786445809147147,0.0,0.3589578256254343,-5.783145821663867,-4.3782934234039175,0.005390077749460764,-2.786445809147147,-0.17283757363058483,1.0,-0.07261998425044322,1.0
33,0.005390077749460764,-4.8,0.0,0.3589578256254343,-5.783145821663867,0.65005,-3.7,-2.786445809147147,0.0,0.3589578256254343,-5.783145821663867,-4.3782934234039175,0.005390077749460764,-2.786445809147147,1.0,0.5257035185679071,1.0,-0.18775248871094358
34,0.113022499725136,-4.8,0.0,0.19302394595764932,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.19302394595764932,-5.256765953350324,-4.1429784099811275,0.113022499725136,-3.843293714737146,-0.09675025967273587,1.0,-0.07356102226157629,1.0
35,0.113022499725136,-4.8,0.0,0.19302394595764932,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.19302394595764932,-5.256765953350324,-4.1429784099811275,0.113022499725136,-3.843293714737146,1.0,-0.4994076965904104,1.0,-0.19058706591236801
36,0.31302249972513585,-4.8,0.0,0.13302394595764933,-5.376765953350324,0.65005,-3.7,-4.843293714737146,0.0,0.13302394595764933,-5.376765953350324,-4.442978409981127,0.31302249972513585,-4.843293714737146,0.1697466129439087,1.0,-0.04513879521379227,1.0
37,0.31302249972513585,-4.8,0.0,0.13302394595764933,-5.376765953350324,0.65005,-3.7,-4.843293714737146,0.0,0.13302394595764933,-5.376765953350324,-4.442978409981127,0.31302249972513585,-4.843293714737146,1.0,-0.44288468973073103,1.0,-0.18175392097308624
38,-0.39460992225053926,-4.8,0.0,0.2989578256254343,-5.663145821663867,0.65005,-3.7,-3.286445809147147,0.0,0.2989578256254343,-5.663145821663867,-4.078293423403918,-0.39460992225053926,-3.286445809147147,-0.03934975163443233,1.0,0.15017020380514146,1.0
39,-0.39460992225053926,-4.8,0.0,0.2989578256254343,-5.663145821663867,0.65005,-3.7,-3.286445809147147,0.0,0.2989578256254343,-5.663145821663867,-4.078293423403918,-0.39460992225053926,-3.286445809147147,1.0,-0.6202220621843684,1.0,-0.281297398578428
40,0.16268251410514156,-4.8,0.0,0.3316170233248382,-5.748746994195315,0.65005,-3.7,-2.891467117019589,0.0,0.3316170233248382,-5.748746994195315,-4.393488750137432,0.16268251410514156,-2.891467117019589,-0.13010823136105337,1.0,-0.05092201662079662,1.0
41,0.16268251410514156,-4.8,0.0,0.3316170233248382,-5.748746994195315,0.65005,-3.7,-2.891467117019589,0.0,0.3316170233248382,-5.748746994195315,-4.393488750137432,0.16268251410514156,-2.891467117019589,1.0,-0.3128079866212019,1.0,-0.15896200467567634
42,-0.18143891980482268,-4.8,0.0,0.188556018866777,-5.44793904406403,0.65005,-3.7,-4.185029062206251,0.0,0.188556018866777,-5.44793904406403,-4.2623747545702635,-0.18143891980482268,-4.185029062206251,0.16975142131257265,1.0,0.043744166291051656,1.0
43,-0.18143891980482268,-4.8,0.0,0.188556018866777,-5.44793904406403,0.65005,-3.7,-4.185029062206251,0.0,0.188556018866777,-5.44793904406403,-4.2623747545702635,-0.18143891980482268,-4.185029062206251,1.0,-0.46802787153567105,1.0,-0.30818922926277487
44,0.025988375117499407,-4.8,0.0,0.35603047796798515,-5.686434414302908,0.65005,-3.7,-2.928699842776858,0.0,0.35603047796798515,-5.686434414302908,-4.340719459902411,0.025988375117499407,-2.928699842776858,-0.11604178150369299,1.0,-0.07596334528183596,1.0
45,0.025988375117499407,-4.8,0.0,0.35603047796798515,-5.686434414302908,0.65005,-3.7,-2.928699842776858,0.0,0.35603047796798515,-5.686434414302908,-4.340719459902411,0.025988375117499407,-2.928699842776858,1.0,0.38556751883503426,1.0,-0.29798971246908373
46,-0.48697750027486403,-4.8,0.0,0.3730239459576493,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.3730239459576493,-5.256765953350324,-4.1429784099811275,-0.48697750027486403,-3.843293714737146,-0.18071938703705626,1.0,0.07673755685632488,1.0
47,-0.48697750027486403,-4.8,0.0,0.3730239459576493,-5.256765953350324,0.65005,-3.7,-3.843293714737146,0.0,0.3730239459576493,-5.256765953350324,-4.1429784099811275,-0.48697750027486403,-3.843293714737146,1.0,-0.7052069620039374,1.0,-0.286522341730387
48,0.16268251410514156,-4.8,0.0,0.3316170233248382,-5.748746994195315,0.65005,-3.7,-2.891467117019589,0.0,0.3316170233248382,-5.748746994195315,-4.393488750137432,0.16268251410514156,-2.891467117019589,-0.13010823136105337,1.0,-0.05092201662079662,1.0
49,0.16268251410514156,-4.8,0.0,0.3316170233248382,-5.748746994195315,0.65005,-3.7,-2.891467117019589,0.0,0.3316170233248382,-5.748746994195315,-4.393488750137432,0.16268251410514156,-2.891467117019589,1.0,-0.3128079866212019,1.0,-0.15896200467567634
50,-0.18143891980482268,-4.8,0.0,0.368556018866777,-5.20793904406403,0.65005,-3.7,-3.1850290622062514,0.0,0.368556018866777,-5.20793904406403,-4.062374754570263,-0.18143891980482268,-3.1850290622062514,-0.2662912202506358,1.0,0.14780643102563817,1.0
51,-0.18143891980482268,-4.8,0.0,0.368556018866777,-5.20793904406403,0.65005,-3.7,-3.1850290622062514,0.0,0.368556018866777,-5.20793904406403,-4.062374754570263,-0.18143891980482268,-3.1850290622062514,1.0,-0.7989799101657586,1.0,-0.08089271334490594
52,0.018561080195177326,-4.8,0.0,0.30855601886677697,-5.68793904406403,0.65005,-3.7,-2.6850290622062514,0.0,0.30855601886677697,-5.68793904406403,-4.362374754570264,0.018561080195177326,-2.6850290622062514,-0.08319286176163787,1.0,-0.07492267578265402,1.0
