,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object3.position[0],point.objects.object3.position[1],point.params.EGO_DEST_X,point.params.EGO_SPAWN_X,point.params.FETCH_SPAWN_Y,rho,rho_0,rho_1,rho_2
0,0.15065832050795636,-4.8,0.0,0.18888437030500962,-5.44840911941194,0.65005,-3.7,-2.766844613571847,0.0,0.18399999051295296,1.0,-0.05703195722033744,1.0
1,0.15065832050795636,-4.8,0.0,0.18888437030500962,-5.44840911941194,0.65005,-3.7,-2.766844613571847,0.0,1.0,1.0,1.0,1.0
2,-0.43731748589485836,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.391467117019589,0.0,0.19254451165992123,1.0,0.10545469650566175,1.0
3,-0.43731748589485836,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.391467117019589,0.0,1.0,1.0,1.0,1.0
4,0.005390077749460764,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.786445809147147,0.0,0.18618548564763143,1.0,-0.06815462172070746,1.0
5,0.005390077749460764,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.786445809147147,0.0,1.0,1.0,1.0,1.0
6,-0.2373174858948584,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.891467117019589,0.0,0.19985222552229998,1.0,0.01633612832519782,1.0
7,-0.2373174858948584,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.891467117019589,0.0,1.0,1.0,1.0,1.0
8,0.42598837511749943,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.428699842776858,0.0,0.18682499292247245,1.0,-0.034661279946002654,1.0
9,0.42598837511749943,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.428699842776858,0.0,1.0,1.0,1.0,1.0
10,0.4892759761618203,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.198851671134567,0.0,0.18422807622435888,1.0,-0.016784400473624228,1.0
11,0.4892759761618203,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.198851671134567,0.0,1.0,1.0,1.0,1.0
12,0.2867682598932838,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.5268100595954492,0.0,0.18400080732799778,1.0,-0.04824950439227571,1.0
13,0.2867682598932838,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-2.5268100595954492,0.0,1.0,1.0,1.0,1.0
14,0.014043180037744962,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.46744375068716,0.0,0.18401117660158267,1.0,-0.07021102439231491,1.0
15,0.014043180037744962,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.46744375068716,0.0,1.0,1.0,1.0,1.0
16,0.32852006288925684,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.5330793502667905,0.0,0.20512463378917725,1.0,-0.04182389750713772,1.0
17,0.32852006288925684,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.5330793502667905,0.0,1.0,1.0,1.0,1.0
18,-0.2373174858948584,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.891467117019589,0.0,0.18835314794360047,1.0,0.0007130898272675879,1.0
19,-0.2373174858948584,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-3.891467117019589,0.0,1.0,1.0,1.0,1.0
20,0.20539007774946083,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.786445809147147,0.0,0.18484424203125666,1.0,-0.0597249578470426,1.0
21,0.20539007774946083,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.786445809147147,0.0,1.0,1.0,1.0,1.0
22,-0.3740116248825005,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.428699842776858,0.0,0.18746098477520734,1.0,0.16694072749334715,1.0
23,-0.3740116248825005,-4.8,0.0,0.04426237177871718,-5.452657743609032,0.65005,-3.7,-4.428699842776858,0.0,1.0,1.0,1.0,1.0
